,0
8232,bronnAnd what if I don't?
8233,"tyrionWell, you have to."
8234,bronnBut what if I don't?
8235,"tyrionThis is why I don't lend you money. Anyway, it's not my father I'm worried about. It's the Iron Bank of Braavos. We owe them tens of millions. If we fail to repay these loans, the bank will fund our enemies. One way or another, they always get their gold back."
8236,"tyrionAh, the return of the conquering hero. Does he have a little jaunt in his step?"
8237,bronnThe lado s practically skipping.
8238,tyrionYou were gone a long time. I trust you got your money's worth. Or should I say my money's worth?
8239,"tyrionOh, it was a gift, Podrick. This is more than I give you in a year."
8240,bronnHe's a squire. You don't pay him.
8241,"tyrionOh, then it's much more than I give you in a year."
8242,"podrickThey wouldn't take it, my lord."
8243,bronnMaybe they're trying to curry some favor with the new Master of Coin.
8244,tyrionHave you ever known a whore to turn down gold? They were happy enough to take it when I gave it to them.
8245,bronnWhat did you tell them?
8246,podrickI didn't tell them anything.
8247,tyrionWhat did you do to them?
8248,podrickLots of things.
8249,tyrionAnd they seemed to like these things?
8250,bronnOf course they seemed to like it. They're paid to seem to like it.
8251,tyrionOnly they weren't paid.
8252,"bronnWhat are you saying? These ladies enjoyed him so much, they gave him the time for free?"
8253,tyrionIs that what you're telling us?
8254,podrickdoesn't deny it.>/i>
8255,"tyrionSit down, Podrick."
8256,tyrionWe're going to need details. Copious details.
8257,theonCome on! Come on! Come on! Come on.
8258,soldierHa! Ha!
8259,"soldierYou know how we deal with runaways here, do you?"
8260,soldierTake off his pants.
8261,"theonNo! No! No, no, no!"
8262,soldierI'm gonna fuck you into the dirt.
8263,"theonNo, please! No, no, no! No, don't!"
8264,"theonNo, please! No! No!"
8265,soldierYou little bastard.
8266,"ramsayCome, my lord."
8267,ramsayYou're a long way from home and winter is coming.
8268,"lockeI'll take the big bitch first. When she's good and wet, you lot can finish her off."
8269,"brienneMy lord, I am Brienne of Tarth. Lady Catelyn Stark commanded me to deliver Ser Jaime to King's Landing."
8270,lockeCatelyn Stark's a treasonous cunt. Orders were to take the Kingslayer alive. Nobody said shit about you.
8271,manYou're only making it worse.
8272,lockeTake her over there where it's dark. I'd like a little privacy.
8273,manCome on!
8274,"jaimeYou know who she is, don't you?"
8275,lockeA big dumb bitch from who cares where. Never been with a woman that big.
8276,jaimeShe's Brienne of Tarth. Her father is Lord Selwyn Tarth. Heard of Tarth?
8277,manI'm gonna cut your throat!
8278,jaimeThey call it the Sapphire Isle. Do you know why? Every sapphire in Westeros was mined on Tarth. Sapphires are gemstones. The blue ones.
8279,lockeI know what they are.
8280,"jaimeLord Selwyn would pay his daughter's weight in sapphires if she's returned to him. But only if she's alive, her honor unbesmirched."
8281,lockeBring her back here.
8282,"manYes, my lord. Get up."
8283,manCome on.
8284,"manCome on, on your feet."
8285,lockeUnbesmirched.
8286,jaimeNot defiled.
8287,lockeFancy word for a fancy man.
8288,"jaimeI hated to read as a child, but my father forced me to study the books every morning before I could practice with sword or horse. Two hours every day holed up in the maester's chambers. I learned a lot of fancy words."
8289,lockeI bet you did.
8290,"lockeYour father, he'd pay your weight in gold to get you back?"
8291,"jaimeYou'll be a rich man till the end of your days. And your sons will be rich men and their sons after them. Lands, titles- you'll have them all. The North can't win this war. You're a smart man. You understand that. We have the numbers. We have the gold."
8292,"lockeAye, you have both."
8293,jaimeFighting bravely for a losing cause is admirable. Fighting for a winning cause is far more rewarding.
8294,lockeHard to argue with that.
8295,"jaimeNow that we're speaking together man to man, I wonder if you need to keep me chained to this tree. I'm not asking to be freed from my constraints, but if I could sleep lying down, my back would thank you for it. I'm not as young and resilient as I was once."
8296,lockeNone of us are. Unchain Ser Jaime from the tree.
8297,"manCome on, men."
8298,lockeSuppose you'll be wanting something to eat.
8299,"jaimeI'm famished, actually."
8300,lockeI think we've got a spare partridge on the fire.
8301,"jaimeWell, I do like partridge."
8302,"lockeBring the bird over here and the carving knife. Will this work as a table, my lord?"
8303,"jaimeOh, yes. Yes, this will do nic- ah!"
8304,lockeOn the stump.
8305,lockeYou think you're the smartest man there is. That everyone alive has to bow and scrape and lick your boots.
8306,jaimeMy father-
8307,"lockeAnd if you get in any trouble, all you've got to do is say 'my father' and that's it, all your troubles are gone."
8308,jaimeDon't.
8309,lockeHave you got something to say?
8310,"lockeCareful. You don't want to say the wrong thing. You're nothing without your daddy, and your daddy ain't here. Never forget that."
8311,"lockeHere, this should help you remember."
8312,endCREDITS
8313,manHow many of those fingers do you think we could shove up his ass?
8314,"lockeDepends if he's had any practice. Is that the sort of thing you and your sister go in for, Kingslayer? She loosened you up for us?"
8315,brienneHe's going to fall. He's going to fall off his horse. Someone help him.
8316,"jaimeWater. Water. Please, water. Wa-water. Water, please. Please. Please."
8317,"jaimeIf I die, you won't be getting-"
8318,"lockeOh, enough. Here."
8319,lockeCan't say that I've ever seen a man drink horse piss that fast.
8320,brienneStop!
8321,manFar enough.
8322,lockeDo that again and I'll take your other hand.
8323,"manCome on, you."
8324,"varysOh, Lord Tyrion. Come in, come in."
8325,tyrionI hope we might speak. In confidence.
8326,"varysOh, always in confidence."
8327,tyrionAbout the events of the Blackwater. Perhaps this is the wrong time?
8328,"varysOh, no. It's a wonderful time."
8329,tyrionI thought one of your little birds might have knowledge of my sister's intentions to-
8330,varysEnd your life?
8331,"tyrionI didn't inherit Littlefinger's spies along with his position, I'm afraid. Which is why I'm coming to you. I need proof."
8332,varysProof? Will there be a trial?
8333,tyrionI need to know.
8334,"varysI have no proof, only whispers. Before all this nastiness, I was going to tell you the story of how I was cut. Do you want to hear it still?"
8335,tyrionI don't know. Do I?
8336,"varysAs a boy, I traveled with a troupe of actors through the Free Cities. One day in Myr, a certain man made my master an offer too tempting to refuse. I feared the man meant to use me as I'd heard some men used small boys. But what he wanted was far worse. He gave me a potion that made me powerless to move or speak, yet did nothing to dull my senses. With a hooked blade he sliced me, root and stem, chanting all the while. He burned my parts in a brazier. The flames turned blue and I heard a voice answer his call. I still dream of that night. Not of the sorcerer, not of his blade. I dream of the voice from the flames. Was it a god? A demon? A conjurer's trick? I don't know. But the sorcerer called and a voice answered. And ever since that day, I have hated magic and all those who practice it. But you can see why I was eager to aid in your fight against Stannis and his Red Priestess. A symbolic revenge of sorts."
8337,"tyrionYes, ahem. I feel the need for actual revenge against the actual person who tried to have me killed. Which will require a degree of influence, which-"
8338,varysYou do not possess at the moment.
8339,"varysBut influence is largely a matter of patience, I have found. Once I had served the sorcerer's purpose, he threw me out of his house to die. I resolved to live to spite him. I begged. I sold what parts of my body remained to me. I became an excellent thief and soon learned that the contents of a man's letters are more valuable than the contents of his purse. Step by step, one distasteful task after another, I made my way from the slums of Myr to the small council chamber. Influence grows like a weed. I tended mine patiently until its tendrils reached from the Red Keep all the way across to the far side of the world where I managed to wrap them around something very special."
8340,tyrionThe sorcerer.
8341,"varysHello, my old friend. It's been a long time. I have no doubt the revenge you want will be yours in time if you have the stomach for it."
8342,"grennWhen people talk about the Night's Watch, they never mention the shoveling."
8343,dolorousOr the shit.
8344,"grennThey tell you about honor, pardoning crimes, and protecting the realm, but shoveling really is most of it."
8345,dolorousAnd getting attacked or killed or worse. And that.
8346,"grennBut when you're not getting attacked or killed, usually you're shoveling."
8347,"dolorousOh, look. More shit. I was starting to wonder what to do with the rest of my day."
8348,rastWe need to get out of here.
8349,"grennWhen the Lord Commander says we go, we go."
8350,rastThe Lord Commander told us to go to the Fist of the First Men. How'd that turn out for us?
8351,dolorousHe had no way of knowing.
8352,rastWe do now. We know what's out there.
8353,grennCraster's been out here surviving.
8354,rastSo he's your new protector now? Our good friend Craster?
8355,dolorousWe're like the sons he never had.
8356,"rastMormont isn't gonna save you. This lummox here isn't gonna save you. When the walkers come calling, Craster will serve us up like so many pigs. If we want to live we'll have to look out for ourselves."
8357,"gillyShh, shh, shh."
8358,gillyYou woke him.
8359,samI'm sorry. He's beautiful.
8360,gillyShh!
8361,samHe's beautiful. Does he have a name?
8362,gillyNo.
8363,samAre you going to give him one?
8364,gillyWhy?
8365,gillyHere.
8366,samGilly.
8367,gillyYou said to hold it for you until you came back. You're back.
8368,samI wanted you to have it.
